i4,c10,c15,i1,r4
876,sebastian,bush,36,1.57
877,bruce,stonebraker,17,1.56
878,angus,yannakakis,49,1.61
879,ioannis,dickinson,33,1.72
880,michael,geambasu,44,1.67
881,ethan,kardashian,23,1.54
882,vaggelis,papadimitriou,42,1.63
883,adam,bach,20,1.70
884,eric,osbourne,16,1.60
885,anakin,bush,57,1.63
886,xi,beethoven,16,1.86
887,jack,dewitt,32,1.53
888,simha,yannakakis,44,1.55
889,george,polychroniou,39,1.97
890,kenneth,hellerstein,19,1.60
891,ioannis,katz,45,1.69
892,sebastian,dickinson,27,1.91
893,sebastian,welles,32,1.88
894,kanna,servedio,51,1.52
895,vaggelis,young,37,1.87
896,kanna,beethoven,20,1.60
897,hila,solo,29,1.89
898,james,gravano,50,1.78
899,spock,bellovin,18,1.99
900,luke,solo,28,2.00
901,ashish,cohen,53,1.64
902,jack,skywalker,49,1.57
903,aaron,yannakakis,54,1.65
904,rocco,katz,18,1.53
905,simha,welles,55,1.51
906,jim,morrison,26,1.58
907,simha,keromutis,58,1.99
908,rocco,organa,22,1.66
909,malcolm,hellerstein,53,1.54
910,george,hetfield,25,1.81
911,ozzy,becker,48,1.84
912,steven,solo,35,1.70
913,george,smith,26,1.69
914,james,cooper,58,1.82
915,eric,hanks,40,1.96
916,xi,rhoads,19,1.92
917,malcolm,ross,19,1.52
918,joseph,hanks,46,2.00
919,malcolm,ross,32,1.98
920,ethan,sitaridi,31,1.71
921,kenneth,hofstadter,22,1.61
922,simha,malkin,36,1.59
923,jeff,sitaridi,57,1.55
924,tom,rhoads,14,1.56
925,dimitris,dickinson,59,1.63
926,martha,keromutis,52,1.58
927,xi,skywalker,23,1.64
928,john,servedio,46,1.58
929,sheldon,dewitt,51,1.98
930,george,obama,43,1.91
931,steven,malkin,60,1.79
932,james,ross,17,1.78
933,ioannis,katz,41,1.80
934,spock,kardashian,32,1.72
935,orestis,katz,51,1.59
936,joe,dewitt,54,1.76
937,spock,halford,33,1.59
938,malcolm,skywalker,24,1.80
939,jeff,stonebraker,46,1.63
940,adam,bush,18,1.93
941,ashish,spielberg,18,1.63
942,leonard,bellovin,38,1.54
943,ludwig,keromutis,50,1.69
944,aaron,beethoven,51,1.58
945,jim,organa,56,1.63
946,dimitris,hellerstein,19,1.59
947,david,dewitt,28,1.95
948,luke,servedio,53,1.50
949,rocco,paparas,54,1.51
950,luke,hoare,54,1.72
951,steven,organa,33,1.58
952,kenneth,keromutis,35,1.63
953,tal,beethoven,57,1.70
954,luis,paparas,54,1.56
955,ling,cohen,22,1.86
956,joe,paparas,30,1.55
957,joe,katz,33,1.89
958,randy,polychroniou,38,1.66
959,ozzy,keromutis,43,1.75
960,ozzy,hellerstein,56,1.83
961,jeff,paparas,16,1.93
962,jack,kardashian,42,1.50
963,rocco,sitaridi,19,1.68
964,sebastian,organa,30,1.53
965,angelina,smith,23,1.67
966,ludwig,morrison,35,1.65
967,steven,ross,31,1.83
968,cliff,hoare,26,1.91
969,simha,keromutis,33,1.97
970,luis,gravano,12,1.79
971,jack,beethoven,12,1.86
972,leia,obama,57,1.98
973,orestis,paparas,41,1.84
974,michael,gravano,39,1.56
975,angelina,beethoven,50,1.74
976,dhaval,hofstadter,29,1.80
977,kanna,papadimitriou,10,1.67
978,jeff,morrison,39,1.77
979,adam,bellovin,20,1.56
980,jim,osbourne,41,1.56
981,adam,yannakakis,23,1.61
982,anakin,smith,35,1.66
983,han,bush,16,1.89
984,martha,polychroniou,33,1.50
985,aaron,morrison,27,1.99
986,jim,beethoven,38,1.71
987,kim,hellerstein,48,1.88
988,tom,smith,55,1.68
989,ethan,hoare,28,1.57
990,ioannis,stonebraker,34,1.67
991,angelica,young,50,1.81
992,hila,dewitt,29,1.87
993,malcolm,malkin,17,1.86
994,michael,obama,32,1.59
995,bruce,organa,20,1.84
996,sebastian,katz,55,1.55
997,hila,osbourne,34,1.88
998,angelina,hetfield,31,1.73
999,joe,hoare,18,1.85
1000,ethan,solo,14,1.77
1001,luis,sitaridi,51,1.86
1002,aaron,sitaridi,36,1.87
1003,anakin,hetfield,40,1.60
1004,angelica,katz,35,1.74
1005,steven,dickinson,21,1.99
1006,kim,rhoads,34,1.56
1007,cliff,organa,41,1.83
1008,leia,hofstadter,54,1.59
1009,kanna,hellerstein,25,1.59
1010,aaron,polychroniou,41,1.91
1011,george,welles,21,1.60
1012,joseph,skywalker,26,1.86
1013,ozzy,papadimitriou,19,1.51
1014,anakin,hanks,38,1.84
1015,kanna,polychroniou,20,1.83
1016,angelica,welles,32,1.79
1017,aaron,gravano,12,1.87
1018,luis,sitaridi,59,1.83
1019,joseph,organa,25,1.85
1020,ethan,chen,57,1.81
1021,pam,cooper,43,1.81
1022,david,yannakakis,47,1.85
1023,steven,paparas,14,1.98
1024,rocco,young,31,1.50
1025,joe,morrison,30,1.98
1026,barack,yannakakis,48,1.94
1027,simha,spielberg,60,1.52
1028,simha,dewitt,35,1.96
1029,leia,smith,38,1.82
1030,ozzy,bush,54,1.65
1031,randy,solo,27,1.73
1032,george,ross,34,1.62
1033,luis,geambasu,30,1.68
1034,james,chen,48,1.57
1035,eric,hetfield,19,1.61
1036,pam,katz,16,1.58
1037,jim,hetfield,56,1.85
1038,cliff,servedio,21,1.64
1039,kenneth,solo,57,1.78
1040,jim,papadimitriou,27,1.95
1041,ioannis,keromutis,24,1.88
1042,dimitris,osbourne,19,1.76
1043,barack,bush,56,1.93
1044,jim,beethoven,59,1.77
1045,vaggelis,bach,53,1.69
1046,angelina,ross,29,1.54
1047,joe,rhoads,11,1.90
1048,john,dewitt,30,1.69
1049,james,geambasu,26,1.84
1050,simha,geambasu,38,1.50
1051,aaron,polychroniou,22,1.73
1052,ioannis,ross,15,1.60
1053,spock,rhoads,54,1.99
1054,sebastian,obama,39,1.87
1055,bruce,yannakakis,39,1.81
1056,han,ross,13,1.73
1057,randy,becker,38,1.69
1058,ethan,polychroniou,46,1.80
1059,malcolm,hellerstein,13,1.98
1060,adam,paparas,21,1.58
1061,vaggelis,beethoven,31,1.79
1062,kenneth,keromutis,50,1.50
1063,luis,cooper,10,1.68
1064,jack,ross,17,1.53
1065,bruce,biliris,48,1.59
1066,ethan,solo,37,1.73
1067,ling,young,53,1.80
1068,ethan,paparas,46,1.53
1069,spock,chen,10,1.57
1070,randy,kardashian,24,1.90
1071,jack,dewitt,50,1.64
1072,daniel,hofstadter,54,1.71
1073,daniel,servedio,39,1.55
1074,orestis,morrison,45,1.80
1075,jack,welles,58,1.78
1076,han,keromutis,49,1.83
1077,spock,sitaridi,46,1.90
1078,george,dickinson,16,1.75
1079,randy,obama,42,1.70
1080,jack,stonebraker,54,2.00
1081,xi,yannakakis,23,1.97
1082,randy,malkin,39,1.99
1083,joseph,chen,39,1.76
1084,michael,kardashian,54,1.68
1085,angelina,morrison,53,1.79
1086,steven,ross,29,2.00
1087,joe,yannakakis,32,1.75
1088,ling,kardashian,14,1.90
1089,joe,papadimitriou,46,1.67
1090,vaggelis,geambasu,29,1.89
1091,barack,hetfield,56,1.98
1092,hila,organa,30,1.89
1093,luis,kardashian,41,1.62
1094,george,servedio,47,1.74
1095,jeff,gravano,49,1.83
1096,orestis,cooper,11,1.93
1097,leia,welles,52,1.61
1098,sebastian,hofstadter,23,1.60
1099,jim,biliris,21,1.58
1100,pam,chen,53,1.55
1101,john,young,18,1.73
1102,luis,servedio,17,1.69
1103,angus,hetfield,54,1.96
1104,leonard,papadimitriou,13,1.95
1105,angelina,halford,55,1.69
1106,sheldon,papadimitriou,55,1.82
1107,jack,bellovin,16,1.80
1108,joseph,organa,59,2.00
1109,jeremy,osbourne,41,1.81
1110,david,morrison,49,1.89
1111,ioannis,malkin,31,1.82
1112,sheldon,hofstadter,52,1.99
1113,xi,stonebraker,45,1.60
1114,ethan,chen,15,1.53
1115,luis,keromutis,27,1.86
1116,simha,paparas,31,1.65
1117,david,malkin,60,1.76
1118,martha,papadimitriou,30,1.89
1119,dimitris,kardashian,53,1.91
1120,dhaval,bush,10,1.84
1121,pam,dickinson,11,1.85
1122,james,rhoads,51,1.81
1123,jack,bush,50,1.82
1124,han,bach,17,1.85
1125,kanna,solo,22,1.56
1126,aaron,hoare,57,1.82
1127,cliff,malkin,19,1.63
1128,george,rhoads,52,1.59
1129,joseph,chen,32,1.67
1130,barack,papadimitriou,37,1.62
1131,leonard,hoare,49,1.91
1132,luis,cohen,16,1.70
1133,joseph,welles,45,1.68
1134,jeremy,obama,19,1.55
1135,tal,bellovin,40,1.68
1136,joseph,bush,11,1.96
1137,kim,smith,35,1.73
1138,tal,bush,32,1.77
1139,kenneth,spielberg,27,1.85
1140,xi,kardashian,12,1.74
1141,jeff,polychroniou,36,1.61
1142,joseph,solo,20,1.60
1143,spock,cooper,31,1.64
1144,ludwig,cohen,33,1.72
1145,martha,halford,41,1.72
1146,orestis,katz,17,1.52
1147,tal,spielberg,43,1.74
1148,ethan,katz,31,1.85
1149,angus,osbourne,13,1.98
1150,vaggelis,gravano,28,1.88
1151,adam,welles,47,1.89
1152,tom,cohen,18,1.59
1153,ludwig,papadimitriou,18,1.63
1154,malcolm,osbourne,55,1.90
1155,jeff,cohen,52,1.77
1156,xi,rhoads,59,1.62
1157,simha,keromutis,25,1.76
1158,joseph,morrison,34,1.83
1159,vaggelis,servedio,35,1.85
1160,jim,smith,19,1.57
1161,barack,bach,39,1.92
1162,jeremy,keromutis,44,1.99
1163,daniel,gravano,38,2.00
1164,luke,hofstadter,25,1.76
1165,jim,biliris,20,1.55
1166,angelica,kardashian,37,1.84
1167,angelica,papadimitriou,23,1.76
1168,malcolm,servedio,21,1.72
1169,angus,osbourne,45,1.65
1170,jim,osbourne,22,1.68
1171,daniel,osbourne,32,1.90
1172,tal,cooper,59,1.62
1173,joe,bach,39,1.58
1174,bruce,papadimitriou,22,1.55
1175,jim,welles,56,1.76
1176,simha,dickinson,49,1.82
1177,leia,hetfield,39,1.73
1178,jeremy,organa,30,1.65
1179,pam,smith,46,1.93
1180,ozzy,paparas,45,1.85
1181,malcolm,sitaridi,34,1.63
1182,luis,bellovin,54,1.87
1183,ludwig,bellovin,45,1.63
1184,dhaval,obama,29,1.73
1185,eric,skywalker,59,1.99
1186,joseph,biliris,27,1.94
1187,jack,katz,21,1.53
1188,daniel,chen,44,1.97
1189,leonard,papadimitriou,23,1.82
1190,jack,bellovin,60,1.81
1191,han,papadimitriou,23,1.85
1192,george,skywalker,39,1.82
1193,tom,cohen,22,1.51
1194,adam,organa,44,1.53
1195,george,obama,53,1.96
1196,kim,hanks,58,1.50
1197,aaron,geambasu,11,1.60
1198,ozzy,polychroniou,14,1.76
1199,cliff,cohen,33,1.67
1200,kim,dewitt,28,1.76
1201,barack,geambasu,55,1.54
1202,angelica,dewitt,11,1.78
1203,angus,kardashian,42,1.68
1204,cliff,dewitt,23,1.79
1205,eric,osbourne,60,1.89
1206,hila,dewitt,49,1.78
1207,steven,young,51,1.87
1208,george,obama,30,1.83
1209,aaron,bellovin,21,1.64
1210,david,beethoven,43,1.62
1211,martha,chen,37,1.64
1212,hila,hellerstein,58,1.90
1213,sheldon,halford,45,1.98
1214,jack,katz,26,1.99
1215,barack,ross,47,1.81
1216,leonard,paparas,20,1.81
1217,leia,beethoven,54,1.71
1218,ozzy,becker,59,1.77
1219,david,cooper,19,1.50
1220,jim,morrison,49,1.56
1221,jim,rhoads,45,1.98
1222,vaggelis,cooper,58,1.75
1223,ling,stonebraker,35,1.58
1224,angelica,geambasu,53,1.59
1225,leia,welles,51,1.86
1226,angelina,halford,32,1.90
1227,cliff,skywalker,46,1.81
1228,kenneth,young,56,1.99
1229,sebastian,bush,28,1.54
1230,xi,malkin,55,1.90
1231,han,polychroniou,10,1.94
1232,jim,yannakakis,26,1.67
1233,xi,katz,52,1.57
1234,aaron,ross,52,1.89
1235,joseph,bush,47,1.51
1236,ludwig,stonebraker,31,1.56
1237,simha,sitaridi,46,1.63
1238,cliff,becker,31,1.54
1239,orestis,dewitt,19,1.72
1240,leia,organa,41,2.00
1241,michael,solo,41,1.72
1242,adam,hellerstein,45,1.97
1243,angelica,yannakakis,19,1.72
1244,angelica,keromutis,26,1.54
1245,leonard,hanks,36,1.51
1246,angelina,geambasu,54,1.98
1247,daniel,sitaridi,12,1.52
1248,tom,yannakakis,33,1.83
1249,dimitris,hoare,19,1.78
1250,adam,papadimitriou,28,1.94
1251,simha,bush,54,1.52
1252,leonard,servedio,15,1.59
1253,bruce,ross,53,1.81
1254,george,beethoven,29,1.61
1255,jim,gravano,13,1.71
1256,joe,skywalker,32,1.76
1257,simha,organa,32,1.55
1258,leonard,katz,59,1.91
1259,adam,polychroniou,15,1.66
1260,kanna,osbourne,57,1.60
1261,anakin,gravano,10,1.89
1262,jeremy,smith,50,1.69
1263,barack,smith,36,1.67
1264,david,welles,36,1.98
1265,kanna,malkin,57,1.98
1266,jim,hoare,49,1.95
1267,dhaval,stonebraker,12,1.68
1268,ioannis,welles,55,1.99
1269,leonard,hetfield,46,1.69
1270,james,halford,58,1.50
1271,sheldon,morrison,31,1.98
1272,jim,polychroniou,39,1.97
1273,han,chen,58,1.75
1274,han,bach,19,1.60
1275,dhaval,hanks,22,1.61
1276,steven,geambasu,58,1.81
1277,anakin,stonebraker,41,1.83
1278,barack,rhoads,50,1.52
1279,dhaval,morrison,44,1.60
1280,anakin,becker,52,1.62
1281,david,kardashian,14,1.63
1282,pam,hofstadter,44,1.63
1283,tom,bush,41,1.96
1284,jack,papadimitriou,38,1.78
1285,joseph,biliris,47,1.58
1286,jeff,stonebraker,27,1.76
1287,david,cohen,13,1.50
1288,john,bellovin,51,1.69
1289,kim,young,40,1.69
1290,xi,obama,41,1.63
1291,ludwig,bellovin,50,1.61
1292,tal,welles,41,1.93
1293,barack,chen,51,1.67
1294,dhaval,spielberg,29,1.57
1295,han,kardashian,56,1.97
1296,luke,geambasu,53,1.61
1297,kenneth,ross,13,1.72
1298,bruce,chen,28,1.84
1299,dimitris,skywalker,59,1.83
1300,ioannis,hellerstein,15,1.53
1301,spock,papadimitriou,19,1.70
1302,jim,solo,53,1.78
1303,sheldon,becker,11,1.88
1304,leia,hetfield,23,1.68
1305,barack,geambasu,24,1.91
1306,angelina,halford,24,1.83
1307,sheldon,obama,36,1.87
1308,pam,geambasu,23,1.55
1309,joe,stonebraker,33,1.73
1310,tal,katz,45,1.65
1311,spock,cohen,24,1.60
1312,tal,osbourne,12,1.51
1313,angus,young,24,1.67
1314,joe,papadimitriou,18,1.52
1315,sheldon,hanks,12,1.58
1316,jeff,dewitt,22,1.65
1317,david,obama,25,1.59
1318,aaron,beethoven,21,2.00
1319,rocco,beethoven,11,1.50
1320,steven,katz,37,1.54
1321,luis,sitaridi,18,1.65
1322,han,servedio,42,1.91
1323,jeremy,ross,16,1.58
1324,leia,halford,36,1.93
1325,ioannis,hanks,32,1.91
1326,simha,obama,37,1.83
1327,pam,halford,45,1.79
1328,john,hanks,37,1.86
1329,joe,malkin,56,1.59
1330,simha,bellovin,57,1.77
1331,ashish,organa,19,1.52
1332,joseph,chen,51,1.85
1333,hila,bellovin,57,1.62
1334,kim,malkin,23,1.73
1335,sheldon,skywalker,46,1.72
1336,james,rhoads,19,1.87
1337,orestis,morrison,60,1.54
1338,tal,cooper,51,1.70
1339,leia,solo,56,1.50
1340,kanna,hofstadter,21,1.86
1341,john,morrison,34,1.82
1342,jim,cooper,54,1.62
1343,ozzy,hetfield,22,1.54
1344,joseph,cooper,58,1.72
1345,eric,gravano,14,1.98
1346,kim,smith,30,1.95
1347,orestis,keromutis,39,1.90
1348,simha,obama,22,1.64
1349,martha,yannakakis,50,1.61
1350,ethan,organa,39,1.57
1351,james,biliris,56,1.91
1352,luke,hanks,22,1.93
1353,pam,bach,54,1.91
1354,kim,kardashian,55,1.63
1355,tal,keromutis,17,1.98
1356,bruce,rhoads,10,1.94
1357,ludwig,keromutis,15,1.64
1358,ling,hanks,16,1.84
1359,kenneth,skywalker,18,1.51
1360,barack,dickinson,33,1.95
1361,barack,paparas,23,1.66
1362,tal,becker,58,1.57
1363,simha,beethoven,44,1.54
1364,joe,osbourne,33,1.84
1365,kim,geambasu,13,1.52
1366,barack,becker,59,1.84
1367,han,rhoads,30,1.81
1368,john,beethoven,44,1.94
1369,daniel,geambasu,13,1.97
1370,eric,hanks,54,1.50
1371,cliff,hoare,32,1.51
1372,george,cooper,39,1.95
1373,angelica,young,33,1.56
1374,simha,osbourne,53,1.96
1375,michael,becker,10,1.62
1376,spock,obama,20,1.84
1377,ling,biliris,36,1.88
1378,george,stonebraker,24,1.95
1379,aaron,cohen,29,1.87
1380,angelina,bach,20,1.73
1381,luis,bach,19,1.57
1382,george,ross,52,1.51
1383,george,paparas,14,1.92
1384,joe,gravano,42,1.89
1385,jim,spielberg,22,1.83
1386,joe,ross,15,1.51
1387,ethan,hetfield,36,2.00
1388,jack,katz,29,1.87
1389,han,halford,54,1.78
1390,leonard,cohen,34,1.60
1391,kim,cohen,46,1.79
1392,kenneth,morrison,16,1.68
1393,vaggelis,hellerstein,16,1.69
1394,jeremy,bach,32,1.61
1395,martha,paparas,59,1.73
1396,pam,geambasu,16,1.92
1397,adam,morrison,58,1.74
1398,sheldon,polychroniou,26,1.71
1399,luis,chen,47,1.76
1400,pam,servedio,44,1.94
1401,leonard,bush,28,1.90
1402,sebastian,katz,22,1.91
1403,ludwig,hetfield,25,1.60
1404,angus,stonebraker,32,1.71
1405,spock,osbourne,55,1.69
1406,ozzy,chen,49,1.85
1407,adam,katz,39,1.50
1408,rocco,halford,56,1.87
1409,pam,hofstadter,45,1.64
1410,ludwig,biliris,20,1.97
1411,ioannis,sitaridi,47,2.00
1412,han,rhoads,13,1.83
1413,david,rhoads,29,1.72
1414,dhaval,ross,39,1.83
1415,sebastian,hofstadter,55,1.58
1416,john,osbourne,14,1.90
1417,orestis,hanks,30,1.89
1418,malcolm,servedio,31,1.54
1419,randy,organa,58,1.82
1420,luke,obama,49,1.75
1421,kim,young,17,1.58
1422,vaggelis,rhoads,29,1.60
1423,luis,cohen,58,1.63
1424,kim,cohen,42,1.76
1425,james,bellovin,46,1.76
1426,sheldon,young,47,1.56
1427,leonard,hofstadter,16,1.58
1428,cliff,hellerstein,29,1.95
1429,han,hoare,18,1.50
1430,alex,skywalker,49,1.52
1431,anakin,dickinson,50,1.60
1432,orestis,osbourne,32,1.96
1433,anakin,chen,30,1.57
1434,han,bush,42,1.82
1435,aaron,keromutis,13,1.88
1436,james,rhoads,12,1.97
1437,rocco,smith,11,1.61
1438,joseph,paparas,44,1.64
1439,ethan,spielberg,55,1.73
1440,eric,sitaridi,18,1.66
1441,orestis,organa,22,1.52
1442,leonard,hanks,47,1.68
1443,kenneth,dickinson,56,1.90
1444,randy,sitaridi,57,1.99
1445,barack,hanks,23,1.98
1446,sheldon,polychroniou,58,1.97
1447,daniel,kardashian,29,1.92
1448,leonard,dewitt,58,1.51
1449,tom,katz,24,1.59
1450,angelina,hellerstein,46,1.50
1451,orestis,gravano,56,1.82
1452,john,bush,43,1.92
1453,simha,spielberg,18,1.70
1454,eric,obama,20,1.55
1455,joe,smith,56,1.79
1456,sheldon,hanks,17,1.67
1457,luis,ross,31,1.71
1458,ethan,ross,21,1.57
1459,ling,katz,20,1.56
1460,joseph,halford,39,1.93
1461,orestis,hoare,46,1.87
1462,george,hofstadter,48,1.70
1463,ioannis,stonebraker,52,1.57
1464,michael,ross,48,1.99
1465,anakin,hellerstein,13,1.58
1466,angelina,keromutis,59,1.89
1467,james,organa,28,1.58
1468,ludwig,polychroniou,12,1.97
1469,james,bush,50,1.89
1470,joseph,cooper,21,1.51
1471,jim,hetfield,20,1.52
1472,sheldon,welles,17,1.72
1473,hila,becker,17,1.86
1474,ludwig,rhoads,58,1.81
1475,david,geambasu,45,1.90
1476,george,skywalker,35,1.87
1477,sebastian,stonebraker,52,1.89
1478,john,obama,24,1.78
1479,martha,hanks,15,2.00
1480,luis,ross,58,1.88
1481,jim,hetfield,57,1.80
1482,eric,beethoven,24,1.68
1483,john,stonebraker,20,1.99
1484,cliff,bush,21,1.59
1485,rocco,skywalker,52,1.77
1486,jack,skywalker,20,1.81
1487,cliff,dickinson,23,1.66
1488,adam,geambasu,11,1.85
1489,sheldon,gravano,31,1.72
1490,jeff,dewitt,32,1.60
1491,xi,ross,49,1.56
1492,han,sitaridi,37,1.74
1493,sebastian,cohen,36,1.68
1494,george,polychroniou,48,1.86
1495,ludwig,paparas,12,1.75
1496,rocco,servedio,38,1.78
1497,dhaval,stonebraker,57,1.74
1498,jeremy,morrison,43,1.93
1499,tom,hetfield,18,1.71
1500,james,hellerstein,38,1.85
1501,eric,obama,33,1.53
1502,barack,welles,37,1.60
1503,ludwig,hofstadter,52,1.79
1504,malcolm,obama,51,1.70
1505,sebastian,young,27,1.62
1506,ethan,hanks,51,1.50
1507,vaggelis,polychroniou,53,1.99
1508,joseph,katz,44,1.70
1509,ethan,hoare,45,1.56
1510,dimitris,malkin,60,1.61
1511,angelina,young,26,1.65
1512,cliff,young,10,1.82
1513,jeff,skywalker,37,1.67
1514,vaggelis,young,36,1.68
1515,martha,cohen,37,1.93
1516,rocco,paparas,43,1.85
1517,ling,skywalker,55,1.92
1518,martha,bellovin,39,1.68
1519,alex,keromutis,22,1.95
1520,barack,paparas,55,1.62
1521,spock,ross,26,1.71
1522,george,ross,17,1.66
1523,kim,cooper,13,1.58
1524,leonard,katz,15,1.60
1525,adam,hellerstein,22,2.00
1526,david,young,29,1.91
1527,orestis,hofstadter,53,1.81
1528,pam,hetfield,38,1.87
1529,tom,biliris,25,1.94
1530,rocco,young,10,1.97
1531,bruce,solo,22,1.78
1532,sheldon,spielberg,38,1.67
1533,michael,hofstadter,26,1.64
1534,angelica,kardashian,19,1.85
1535,eric,solo,33,1.51
1536,dimitris,solo,36,1.50
1537,michael,rhoads,26,1.66
1538,barack,servedio,30,1.67
1539,james,solo,22,1.83
1540,angelica,smith,55,1.91
1541,anakin,gravano,33,1.60
1542,tom,hellerstein,31,1.56
1543,leia,hofstadter,24,1.94
1544,jeremy,papadimitriou,51,1.65
1545,anakin,keromutis,25,1.56
1546,kanna,halford,18,1.59
1547,orestis,cohen,59,1.71
1548,rocco,dickinson,14,1.93
1549,ozzy,cohen,57,1.52
1550,spock,kardashian,40,1.92
1551,spock,obama,46,1.68
1552,ioannis,ross,24,1.50
1553,jim,paparas,15,1.53
1554,john,spielberg,55,1.63
1555,michael,malkin,53,1.93
1556,tom,welles,43,1.72
1557,leia,papadimitriou,18,1.79
1558,jim,polychroniou,33,1.88
1559,ioannis,smith,42,1.83
1560,kenneth,malkin,11,1.71
1561,bruce,katz,53,1.56
1562,dimitris,hetfield,49,1.88
1563,martha,bush,56,1.81
1564,aaron,skywalker,36,1.52
1565,joe,smith,43,1.59
1566,adam,papadimitriou,15,1.80
1567,jeff,hofstadter,25,1.62
1568,ozzy,polychroniou,44,1.66
1569,joe,malkin,26,1.77
1570,leia,hetfield,26,1.79
1571,barack,chen,17,1.87
1572,xi,rhoads,22,1.57
1573,pam,keromutis,30,1.69
1574,joe,hanks,49,1.50
1575,jim,solo,15,1.53
1576,spock,kardashian,33,1.90
1577,jim,skywalker,39,1.63
1578,joe,dickinson,31,1.95
1579,leia,morrison,22,1.78
1580,randy,chen,48,1.99
1581,tom,chen,23,1.83
1582,george,bellovin,11,1.52
1583,angelina,spielberg,21,1.82
1584,ashish,beethoven,48,1.84
1585,steven,katz,49,1.66
1586,ling,dickinson,23,1.59
1587,joseph,hofstadter,44,2.00
1588,pam,sitaridi,58,1.97
1589,ling,gravano,16,1.61
1590,ashish,cohen,39,1.83
1591,anakin,papadimitriou,26,1.90
1592,han,young,54,1.79
1593,aaron,smith,42,1.82
1594,cliff,hetfield,30,1.95
1595,luis,geambasu,59,1.53
1596,ethan,halford,17,1.97
1597,jim,gravano,22,1.88
1598,tal,hoare,21,1.91
1599,jeff,hellerstein,51,1.52
1600,rocco,sitaridi,30,1.84
1601,jim,rhoads,14,1.51
1602,xi,young,17,1.99
1603,hila,keromutis,41,1.81
1604,leia,bush,12,1.62
1605,alex,hofstadter,11,1.65
1606,jim,ross,36,1.62
1607,vaggelis,hoare,46,1.67
1608,xi,cohen,29,1.80
1609,ludwig,hetfield,56,1.98
1610,alex,hellerstein,51,1.77
1611,ashish,solo,31,1.96
1612,ludwig,skywalker,51,1.74
1613,jim,hanks,33,1.92
1614,pam,cooper,36,2.00
1615,spock,yannakakis,21,1.61
1616,steven,halford,40,1.54
1617,james,keromutis,59,1.75
1618,alex,skywalker,26,1.63
1619,sheldon,kardashian,53,1.88
1620,cliff,dickinson,29,1.83
1621,dhaval,yannakakis,25,1.93
1622,spock,cohen,29,1.92
1623,daniel,hofstadter,56,1.54
1624,cliff,biliris,24,1.76
1625,xi,cohen,39,1.62
1626,sheldon,welles,21,1.96
1627,cliff,dickinson,31,1.78
1628,tal,bush,51,1.65
1629,cliff,yannakakis,46,1.80
1630,sebastian,sitaridi,38,1.80
1631,barack,geambasu,50,1.98
1632,jim,bach,35,1.79
1633,orestis,skywalker,60,1.54
1634,aaron,chen,32,1.85
1635,dimitris,young,59,1.94
1636,luke,morrison,41,1.63
1637,michael,skywalker,21,1.92
1638,leia,halford,45,1.89
1639,jack,hellerstein,30,1.99
1640,anakin,ross,16,1.96
1641,ioannis,rhoads,43,1.80
1642,ashish,osbourne,38,1.79
1643,joe,solo,33,1.76
1644,leonard,polychroniou,54,1.79
1645,barack,gravano,52,1.79
1646,eric,dickinson,28,1.76
1647,ludwig,keromutis,20,1.89
1648,ozzy,welles,28,1.91
1649,han,stonebraker,39,1.75
1650,george,geambasu,20,1.56
1651,luis,organa,15,1.57
1652,adam,hoare,58,1.73
1653,dimitris,morrison,29,1.90
1654,angelina,cohen,56,1.88
1655,jim,yannakakis,25,1.80
1656,kenneth,biliris,25,1.83
1657,sheldon,dickinson,59,1.94
1658,martha,gravano,21,1.83
1659,spock,skywalker,59,1.66
1660,vaggelis,becker,15,1.96
1661,leonard,servedio,19,1.74
1662,angelina,kardashian,48,1.80
1663,orestis,rhoads,55,1.52
1664,sebastian,becker,29,1.84
1665,ling,organa,38,1.67
1666,sebastian,obama,15,1.89
1667,angus,bellovin,25,1.78
1668,tom,cohen,19,1.95
1669,leonard,sitaridi,16,1.68
1670,cliff,polychroniou,26,1.95
1671,daniel,chen,20,1.85
1672,pam,bush,58,1.79
1673,kanna,geambasu,31,1.75
1674,joe,hoare,19,1.50
1675,luis,paparas,21,2.00
1676,jeremy,biliris,18,1.70
1677,sebastian,chen,52,1.65
1678,barack,katz,25,1.57
1679,george,beethoven,20,2.00
1680,ozzy,welles,40,1.57
1681,sebastian,polychroniou,53,1.50
1682,dhaval,bush,48,1.51
1683,leonard,smith,39,1.73
1684,george,yannakakis,15,1.88
1685,angelina,papadimitriou,22,1.97
1686,jim,rhoads,23,1.51
1687,vaggelis,servedio,13,1.73
1688,kanna,spielberg,35,1.83
1689,joseph,welles,42,1.67
1690,joseph,welles,20,1.94
1691,dimitris,polychroniou,47,1.64
1692,barack,katz,46,1.92
1693,ozzy,young,21,1.99
1694,bruce,organa,20,1.74
1695,ludwig,ross,11,1.89
1696,leia,obama,49,1.76
1697,jim,hetfield,46,1.95
1698,barack,cooper,12,1.96
1699,anakin,servedio,20,1.89
1700,ling,hanks,21,1.70
1701,angelina,cohen,44,1.72
1702,ethan,papadimitriou,26,1.68
1703,steven,dickinson,55,1.92
1704,aaron,ross,15,1.57
1705,daniel,geambasu,54,1.91
1706,anakin,katz,51,1.96
1707,alex,welles,39,1.50
1708,randy,gravano,40,1.65
1709,ludwig,kardashian,14,1.88
1710,ling,bush,34,1.70
