i4,c10,c15,i1,r4
881,ozzy,polychroniou,23,1.77
882,john,bellovin,54,1.63
883,angelina,dickinson,27,1.90
884,ozzy,malkin,10,1.94
885,jim,servedio,32,1.70
886,jim,biliris,39,1.90
887,jim,biliris,16,1.55
888,joe,hetfield,14,1.90
889,pam,bach,54,1.92
890,dimitris,bach,31,1.61
891,alex,chen,25,1.62
892,joe,bellovin,41,1.90
893,michael,organa,31,1.78
894,randy,cooper,34,1.50
895,jim,young,56,1.54
896,jack,organa,33,1.74
897,eric,papadimitriou,37,1.91
898,ozzy,polychroniou,46,1.73
899,bruce,skywalker,57,1.75
900,jim,paparas,11,1.51
901,michael,biliris,54,1.73
902,leia,kardashian,11,1.92
903,dimitris,beethoven,12,1.71
904,hila,smith,33,2.00
905,jeff,solo,13,1.74
906,kanna,yannakakis,27,1.89
907,luke,stonebraker,57,1.63
908,hila,yannakakis,10,1.99
909,john,welles,48,1.68
910,xi,bellovin,29,1.64
911,tom,bach,54,1.96
912,randy,polychroniou,23,1.66
913,martha,morrison,10,1.66
914,luke,ross,52,1.67
915,dimitris,geambasu,30,1.62
916,vaggelis,bach,46,1.96
917,ashish,osbourne,32,1.99
918,luis,welles,12,1.91
919,george,kardashian,60,1.96
920,luke,dickinson,25,1.88
921,jeff,solo,44,1.65
922,randy,papadimitriou,60,1.75
923,pam,smith,13,1.95
924,martha,keromutis,11,1.63
925,eric,kardashian,34,1.98
926,jeremy,cohen,53,1.50
927,eric,hetfield,40,1.92
928,hila,stonebraker,14,1.95
929,angelina,kardashian,49,1.88
930,sheldon,cooper,10,1.63
931,kanna,solo,30,1.53
932,dimitris,becker,58,1.71
933,orestis,sitaridi,34,1.97
934,martha,gravano,15,1.91
935,martha,rhoads,57,1.59
936,eric,welles,27,1.75
937,luke,geambasu,12,1.81
938,steven,dickinson,34,1.52
939,ioannis,ross,30,1.94
940,xi,halford,58,1.92
941,ethan,yannakakis,50,1.97
942,james,becker,10,1.69
943,orestis,geambasu,14,1.71
944,angelina,paparas,53,1.96
945,pam,chen,18,1.95
946,dimitris,smith,27,1.82
947,luke,bach,56,1.87
948,leia,malkin,32,1.68
949,david,hofstadter,60,1.86
950,michael,polychroniou,54,1.74
951,tom,osbourne,48,1.98
952,george,keromutis,34,1.80
953,spock,beethoven,46,1.82
954,han,biliris,54,1.53
955,pam,keromutis,11,1.89
956,anakin,hanks,18,1.98
957,barack,spielberg,29,1.82
958,luis,bellovin,29,1.62
959,jack,hanks,26,1.56
960,hila,keromutis,54,1.90
961,simha,papadimitriou,11,1.54
962,orestis,solo,55,1.95
963,kim,welles,49,1.70
964,john,hellerstein,42,1.97
965,luke,osbourne,47,1.50
966,kenneth,katz,44,1.55
967,jim,spielberg,31,2.00
968,kenneth,bellovin,38,1.89
969,george,cohen,52,1.79
970,aaron,papadimitriou,56,1.61
971,ling,kardashian,28,1.84
972,eric,hofstadter,32,2.00
973,jim,solo,26,1.59
974,ethan,gravano,16,1.74
975,daniel,bellovin,56,1.77
976,angelica,ross,31,1.74
977,orestis,rhoads,42,1.87
978,michael,hofstadter,14,1.77
979,dimitris,paparas,35,1.72
980,luke,hellerstein,31,1.98
981,ethan,organa,16,1.61
982,joseph,malkin,55,1.62
983,kanna,hellerstein,56,1.65
984,george,welles,20,1.91
985,randy,chen,24,1.93
986,jim,cooper,37,1.93
987,jeff,spielberg,52,1.51
988,anakin,malkin,14,1.62
989,luke,hetfield,59,1.85
990,dimitris,papadimitriou,51,1.67
991,malcolm,spielberg,47,1.60
992,cliff,keromutis,19,1.97
993,simha,solo,36,1.98
994,randy,kardashian,20,1.52
995,angelina,polychroniou,23,1.51
996,barack,rhoads,39,1.68
997,vaggelis,hoare,28,1.51
998,leia,katz,41,1.84
999,angelica,bellovin,55,1.67
1000,martha,malkin,30,1.78
1001,dhaval,cohen,18,1.96
1002,ioannis,papadimitriou,29,1.93
1003,martha,obama,35,1.82
1004,angelica,hoare,53,1.54
1005,martha,skywalker,59,1.86
1006,jeremy,geambasu,34,1.79
1007,tom,halford,39,1.93
1008,luke,spielberg,20,1.99
1009,adam,ross,19,1.69
1010,kenneth,biliris,50,1.52
1011,rocco,solo,21,1.64
1012,hila,servedio,44,1.79
1013,xi,cooper,57,1.56
1014,leonard,papadimitriou,28,1.95
1015,ashish,kardashian,49,1.98
1016,adam,malkin,35,2.00
1017,joseph,keromutis,38,1.58
1018,malcolm,polychroniou,18,1.67
1019,luke,dewitt,10,1.94
1020,ashish,geambasu,32,1.84
1021,sebastian,spielberg,27,1.69
1022,rocco,stonebraker,13,1.60
1023,jim,stonebraker,14,1.93
1024,angelica,polychroniou,24,1.53
1025,ling,bach,46,1.93
1026,angelica,solo,24,1.68
1027,dhaval,smith,24,1.64
1028,aaron,stonebraker,29,1.60
1029,angelica,papadimitriou,20,1.86
1030,james,sitaridi,25,1.89
1031,ioannis,biliris,13,1.69
1032,dimitris,yannakakis,13,1.92
1033,angelina,sitaridi,14,1.89
1034,bruce,yannakakis,42,1.68
1035,vaggelis,yannakakis,36,1.70
1036,dhaval,katz,26,1.95
1037,kanna,sitaridi,34,1.50
1038,alex,halford,12,1.89
1039,jim,hoare,49,1.80
1040,tom,servedio,48,1.92
1041,james,paparas,32,1.92
1042,leia,smith,39,1.78
1043,anakin,cohen,55,1.54
1044,luis,spielberg,46,1.60
1045,tal,paparas,14,1.60
1046,daniel,hanks,53,1.81
1047,spock,stonebraker,20,1.81
1048,michael,dickinson,20,1.73
1049,jeff,hetfield,48,1.56
1050,randy,keromutis,24,1.66
1051,daniel,yannakakis,19,1.58
1052,simha,dewitt,58,1.70
1053,kenneth,hofstadter,38,1.77
1054,ludwig,solo,18,1.95
1055,dhaval,bach,58,1.93
1056,kim,obama,59,1.57
1057,barack,keromutis,12,1.86
1058,angus,bach,38,1.91
1059,simha,paparas,24,1.61
1060,han,solo,55,1.61
1061,orestis,hetfield,48,1.98
1062,david,servedio,47,1.96
1063,luis,skywalker,49,1.84
1064,tal,organa,42,1.61
1065,kanna,hetfield,33,1.84
1066,simha,organa,27,1.75
1067,ludwig,spielberg,48,1.81
1068,cliff,geambasu,11,1.82
1069,angelina,malkin,59,1.89
1070,alex,biliris,47,1.59
1071,simha,beethoven,58,1.50
1072,randy,gravano,19,1.79
1073,ling,katz,39,1.56
1074,ludwig,morrison,42,1.96
1075,tal,bellovin,18,1.94
1076,spock,becker,56,1.59
1077,simha,hellerstein,34,1.68
1078,bruce,halford,35,1.60
1079,jim,hellerstein,10,1.97
1080,xi,paparas,14,1.84
1081,leonard,sitaridi,32,1.83
1082,eric,young,48,1.53
1083,daniel,halford,30,1.71
1084,randy,polychroniou,34,1.90
1085,john,cohen,41,1.98
1086,joe,organa,11,1.80
1087,anakin,hoare,49,1.76
1088,eric,servedio,23,1.67
1089,joe,beethoven,55,1.85
1090,barack,obama,41,1.57
1091,sheldon,polychroniou,13,1.76
1092,orestis,hofstadter,43,1.77
1093,ashish,yannakakis,40,1.89
1094,angus,young,33,1.82
1095,ioannis,sitaridi,56,1.62
1096,sheldon,ross,25,1.59
1097,jim,biliris,40,1.84
1098,malcolm,paparas,23,1.86
1099,malcolm,rhoads,35,1.66
1100,barack,servedio,57,1.82
1101,john,gravano,58,1.77
1102,george,morrison,42,1.70
1103,george,ross,15,1.78
1104,george,hetfield,47,1.70
1105,jack,solo,19,1.67
1106,angelica,halford,22,1.98
1107,vaggelis,osbourne,47,1.61
1108,orestis,kardashian,57,1.84
1109,kanna,hellerstein,35,1.94
1110,tal,dickinson,16,1.81
1111,sheldon,bellovin,39,1.62
1112,joe,bellovin,58,1.66
1113,hila,hellerstein,14,1.56
1114,han,rhoads,30,1.91
1115,jeff,dewitt,57,1.56
1116,han,skywalker,14,1.68
1117,randy,bellovin,25,1.79
1118,sebastian,bush,54,1.97
1119,jeremy,bach,21,1.97
1120,steven,papadimitriou,34,1.58
1121,joe,dewitt,11,1.52
1122,pam,cohen,18,1.71
1123,sheldon,gravano,20,1.79
1124,kanna,dewitt,50,1.65
1125,pam,ross,41,1.79
1126,adam,becker,56,1.99
1127,dhaval,hanks,57,1.56
1128,angelina,malkin,36,1.95
1129,leia,cooper,29,1.51
1130,sheldon,kardashian,41,1.77
1131,kanna,becker,50,1.65
1132,eric,solo,44,1.53
1133,ozzy,hoare,35,1.90
1134,pam,biliris,25,1.70
1135,randy,smith,50,1.61
1136,steven,ross,52,1.90
1137,ethan,stonebraker,49,1.60
1138,jack,young,47,1.94
1139,randy,morrison,54,1.77
1140,leonard,geambasu,20,1.52
1141,barack,solo,55,1.59
1142,han,keromutis,46,1.84
1143,randy,becker,54,1.75
1144,bruce,hoare,34,1.59
1145,simha,yannakakis,52,1.87
1146,luis,obama,57,1.78
1147,spock,morrison,35,1.91
1148,kenneth,hetfield,30,1.59
1149,angus,osbourne,20,1.89
1150,luis,geambasu,11,1.96
1151,martha,hofstadter,23,1.69
1152,leonard,biliris,47,1.87
1153,ashish,gravano,10,1.78
1154,sebastian,hofstadter,50,1.98
1155,daniel,young,27,1.64
1156,dimitris,welles,20,1.61
1157,james,hellerstein,49,1.70
1158,joseph,skywalker,22,1.64
1159,daniel,malkin,27,1.75
1160,barack,hellerstein,15,1.78
1161,angelica,obama,21,1.56
1162,eric,becker,53,1.50
1163,jack,chen,52,1.84
1164,dhaval,osbourne,12,1.51
1165,steven,organa,25,1.91
1166,steven,morrison,30,1.77
1167,xi,dickinson,58,1.87
1168,tom,young,31,1.53
1169,daniel,polychroniou,11,1.56
1170,john,keromutis,34,1.69
1171,angelina,kardashian,41,1.65
1172,barack,hellerstein,26,1.84
1173,kanna,dickinson,32,1.82
1174,angus,hoare,51,1.92
1175,angelica,dewitt,31,1.63
1176,spock,biliris,43,1.67
1177,bruce,obama,18,1.84
1178,hila,spielberg,33,1.82
1179,john,ross,11,1.53
1180,tom,spielberg,57,1.68
1181,michael,young,23,1.68
1182,sheldon,hanks,25,1.79
1183,ashish,papadimitriou,10,1.86
1184,joe,halford,40,1.83
1185,ioannis,halford,38,1.88
1186,alex,malkin,58,1.50
1187,angus,chen,60,2.00
1188,angelica,ross,60,1.96
1189,ashish,organa,56,1.87
1190,cliff,dickinson,43,1.60
1191,han,gravano,22,1.83
1192,sebastian,yannakakis,57,1.66
1193,ozzy,welles,34,1.74
1194,ioannis,organa,44,1.72
1195,angelina,servedio,52,1.57
1196,jeremy,hofstadter,11,1.91
1197,barack,smith,22,1.97
1198,kanna,keromutis,58,1.95
1199,pam,kardashian,60,1.85
1200,dhaval,keromutis,59,1.97
1201,pam,hetfield,33,1.72
1202,luke,chen,57,1.82
1203,kenneth,halford,60,1.88
1204,kenneth,skywalker,16,1.50
1205,ling,geambasu,30,1.69
1206,jack,bush,41,1.68
1207,cliff,paparas,42,1.80
1208,george,kardashian,39,1.54
1209,steven,geambasu,25,1.77
1210,david,paparas,17,1.86
1211,jeff,bach,48,1.56
1212,bruce,skywalker,38,1.68
1213,angus,hellerstein,16,1.99
1214,luke,kardashian,50,1.87
1215,kanna,cooper,28,1.97
1216,luke,osbourne,22,1.98
1217,jeff,servedio,55,1.51
1218,luis,cohen,37,1.51
1219,malcolm,paparas,43,1.89
1220,tal,hanks,26,1.60
1221,sebastian,smith,28,1.72
1222,orestis,obama,50,1.83
1223,kenneth,ross,50,1.58
1224,david,rhoads,38,1.76
1225,malcolm,beethoven,44,1.97
1226,joe,beethoven,56,1.85
1227,angus,polychroniou,27,1.78
1228,luke,morrison,58,1.57
1229,pam,katz,28,1.91
1230,kanna,hofstadter,19,1.58
1231,sheldon,kardashian,37,1.73
1232,ashish,dewitt,32,1.54
1233,joseph,cohen,46,1.55
1234,aaron,malkin,10,1.81
1235,rocco,cooper,52,1.92
1236,luis,cooper,26,1.64
1237,james,osbourne,23,1.58
1238,ioannis,yannakakis,36,1.72
1239,george,bach,35,1.52
1240,tom,gravano,26,1.71
1241,steven,ross,13,1.51
1242,vaggelis,bush,11,1.78
1243,pam,polychroniou,20,1.68
1244,dimitris,gravano,54,1.50
1245,ashish,bellovin,21,1.56
1246,ozzy,spielberg,15,1.87
1247,spock,katz,24,1.80
1248,randy,solo,36,1.80
1249,randy,dewitt,51,1.53
1250,vaggelis,malkin,12,1.93
1251,vaggelis,yannakakis,50,1.87
1252,anakin,hofstadter,36,1.57
1253,daniel,solo,55,1.87
1254,martha,dickinson,47,2.00
1255,bruce,hellerstein,40,1.50
1256,joseph,keromutis,15,1.80
1257,ioannis,sitaridi,57,1.97
1258,vaggelis,cohen,20,1.99
1259,james,osbourne,48,2.00
1260,simha,bach,27,1.88
1261,alex,katz,19,1.86
1262,anakin,organa,15,1.97
1263,david,young,54,1.59
1264,leia,young,20,1.99
1265,cliff,katz,17,1.56
1266,steven,servedio,38,1.92
1267,randy,katz,46,1.65
1268,alex,obama,26,1.77
1269,adam,geambasu,30,1.76
1270,ioannis,kardashian,46,1.50
1271,ozzy,organa,27,1.53
1272,kenneth,bellovin,28,1.77
1273,spock,hanks,37,1.50
1274,ioannis,chen,37,1.54
1275,barack,chen,14,1.87
1276,kim,cooper,31,1.96
1277,john,ross,31,1.65
1278,joe,hofstadter,18,1.81
1279,jack,hetfield,32,1.76
1280,sebastian,obama,15,1.90
1281,david,malkin,58,1.82
1282,leonard,skywalker,48,1.99
1283,david,servedio,10,1.67
1284,jim,beethoven,56,1.96
1285,angelica,biliris,59,1.66
1286,ling,biliris,35,1.56
1287,ozzy,hofstadter,51,1.97
1288,simha,cooper,53,1.97
1289,adam,cohen,15,1.65
1290,daniel,solo,28,1.68
1291,tom,bellovin,54,1.69
1292,malcolm,skywalker,37,1.89
1293,spock,geambasu,36,1.75
1294,aaron,skywalker,41,1.75
1295,jeremy,hetfield,55,1.97
1296,angelica,katz,16,1.87
1297,eric,welles,44,1.87
1298,adam,hanks,47,1.76
1299,david,polychroniou,43,1.80
1300,spock,malkin,17,1.84
1301,ioannis,gravano,58,1.57
1302,jeremy,halford,60,1.53
1303,vaggelis,ross,20,1.68
1304,han,dewitt,20,1.91
1305,bruce,ross,30,1.68
1306,tom,becker,53,1.81
1307,orestis,smith,56,2.00
1308,jim,smith,10,1.78
1309,angelina,paparas,39,1.73
1310,james,smith,55,1.52
1311,james,ross,24,1.79
1312,barack,stonebraker,41,1.99
1313,ludwig,gravano,37,1.76
1314,ashish,polychroniou,58,1.69
1315,leonard,gravano,55,1.68
1316,hila,keromutis,52,1.70
1317,vaggelis,morrison,32,1.95
1318,angus,biliris,50,1.91
1319,steven,spielberg,52,1.53
1320,kanna,beethoven,45,1.98
1321,anakin,dickinson,12,1.61
1322,leonard,bush,55,1.50
1323,daniel,hofstadter,34,1.63
1324,spock,sitaridi,27,1.65
1325,joseph,young,25,1.63
1326,dhaval,dewitt,57,1.54
1327,ioannis,cooper,47,1.63
1328,dhaval,hellerstein,10,1.71
1329,jack,hoare,19,1.53
1330,martha,katz,46,1.78
1331,ethan,sitaridi,17,1.59
1332,hila,gravano,58,1.74
1333,daniel,organa,48,1.87
1334,joe,cohen,23,1.85
1335,daniel,rhoads,15,2.00
1336,ozzy,dewitt,23,1.56
1337,luis,hanks,49,1.97
1338,leia,gravano,41,1.74
1339,sebastian,spielberg,48,1.88
1340,angelina,halford,24,1.59
1341,alex,stonebraker,22,1.52
1342,kenneth,bach,18,1.75
1343,alex,ross,24,1.64
1344,michael,smith,30,1.51
1345,jim,polychroniou,23,1.59
1346,leonard,servedio,20,1.68
1347,daniel,paparas,57,1.73
1348,daniel,gravano,23,1.86
1349,ethan,papadimitriou,49,1.75
1350,simha,welles,15,1.98
1351,george,halford,52,1.94
1352,xi,beethoven,16,1.62
1353,joseph,obama,21,1.94
1354,dhaval,biliris,54,1.96
1355,kanna,chen,15,1.64
1356,dimitris,hetfield,37,1.93
1357,kanna,welles,18,1.66
1358,ethan,morrison,50,1.88
1359,sebastian,bach,36,1.82
1360,steven,skywalker,24,1.82
1361,angus,osbourne,26,1.75
1362,dhaval,spielberg,10,1.84
1363,vaggelis,malkin,23,1.55
1364,kenneth,stonebraker,18,1.64
1365,dimitris,geambasu,42,1.66
1366,dimitris,keromutis,23,1.71
1367,sheldon,obama,18,1.89
1368,angus,smith,43,1.72
1369,adam,malkin,39,1.74
1370,simha,morrison,13,1.53
1371,adam,servedio,37,1.91
1372,john,kardashian,31,1.59
1373,jeff,cohen,36,1.52
1374,ethan,ross,23,1.89
1375,simha,spielberg,54,1.71
1376,joe,keromutis,51,1.77
1377,cliff,osbourne,13,1.94
1378,han,dickinson,46,1.57
1379,michael,keromutis,47,1.87
1380,angus,hellerstein,47,1.57
1381,simha,polychroniou,34,1.62
1382,ozzy,keromutis,14,1.87
1383,barack,kardashian,59,1.99
1384,barack,stonebraker,21,1.89
1385,leonard,malkin,39,1.64
1386,sheldon,welles,44,1.64
1387,sebastian,polychroniou,55,1.95
1388,tom,skywalker,25,1.55
1389,joseph,hofstadter,50,1.63
1390,ozzy,young,28,1.68
1391,ethan,hanks,13,1.66
1392,george,dewitt,22,1.64
1393,jeff,cooper,49,1.92
1394,han,chen,51,1.98
1395,ethan,sitaridi,60,1.59
1396,ioannis,rhoads,36,1.89
1397,luke,paparas,58,1.65
1398,leia,hellerstein,39,1.66
1399,kim,smith,49,1.82
1400,angelica,yannakakis,56,1.50
1401,jim,welles,56,1.58
1402,tom,ross,36,1.86
1403,leia,servedio,49,1.75
1404,kenneth,chen,51,1.89
1405,david,welles,24,1.88
1406,luis,katz,20,1.93
1407,angus,kardashian,29,1.99
1408,anakin,halford,52,1.89
1409,jeremy,biliris,20,1.61
1410,xi,yannakakis,32,1.86
1411,bruce,halford,60,1.60
1412,john,beethoven,22,1.64
1413,rocco,stonebraker,23,1.50
1414,bruce,servedio,48,1.74
1415,jim,yannakakis,20,1.56
1416,tom,osbourne,45,1.77
1417,barack,yannakakis,52,1.95
1418,eric,katz,35,1.63
1419,angelina,papadimitriou,24,1.74
1420,ludwig,dickinson,58,1.76
1421,sebastian,solo,54,1.85
1422,george,stonebraker,46,1.82
1423,jeff,dickinson,60,1.70
1424,ozzy,dewitt,32,1.58
1425,jack,beethoven,54,1.63
1426,ethan,papadimitriou,59,1.93
1427,james,solo,27,1.87
1428,david,solo,28,1.89
1429,orestis,rhoads,41,1.62
1430,kim,dickinson,46,1.66
1431,vaggelis,yannakakis,21,1.60
1432,malcolm,osbourne,26,1.57
1433,ling,biliris,12,1.84
1434,jim,spielberg,52,1.75
1435,orestis,paparas,56,1.84
1436,simha,bach,45,1.89
1437,luis,hoare,11,1.66
1438,angus,organa,32,1.61
1439,hila,welles,35,1.58
1440,dimitris,hofstadter,43,1.65
1441,pam,skywalker,14,1.86
1442,joe,katz,26,1.97
1443,jack,obama,29,1.87
1444,dimitris,becker,56,1.53
1445,angelina,osbourne,52,1.71
1446,hila,paparas,53,1.63
1447,jim,polychroniou,51,1.92
1448,ozzy,osbourne,31,1.73
1449,han,young,40,1.75
1450,jim,becker,50,1.97
1451,randy,katz,36,1.83
1452,steven,hoare,15,1.96
1453,vaggelis,becker,40,1.97
1454,steven,solo,60,1.97
1455,luis,katz,25,1.64
1456,steven,chen,35,1.86
1457,sheldon,skywalker,48,1.79
1458,malcolm,osbourne,40,1.51
1459,barack,welles,22,1.80
1460,alex,becker,59,1.67
1461,tom,cooper,23,1.52
1462,jim,polychroniou,10,1.62
1463,martha,osbourne,40,1.65
1464,leonard,keromutis,42,1.54
1465,james,katz,24,1.95
1466,rocco,beethoven,24,1.95
1467,barack,hofstadter,33,1.76
1468,jim,ross,50,1.96
1469,sheldon,ross,36,1.52
1470,jack,bush,16,1.50
1471,angus,bellovin,12,1.86
1472,david,young,59,1.84
1473,tom,geambasu,40,1.62
1474,dhaval,bellovin,37,1.94
1475,jeremy,skywalker,40,1.74
1476,jeff,hellerstein,52,1.94
1477,david,ross,20,1.93
1478,jim,becker,60,1.66
1479,jeff,cooper,57,1.76
1480,ashish,bellovin,24,1.95
1481,kim,geambasu,45,1.94
1482,jack,gravano,28,1.61
1483,orestis,morrison,54,1.72
1484,bruce,paparas,28,1.59
1485,luke,cohen,30,1.52
1486,ashish,keromutis,37,1.94
1487,bruce,osbourne,47,1.98
1488,spock,gravano,49,1.75
1489,angelica,dickinson,46,1.98
1490,kim,hetfield,46,1.79
1491,hila,servedio,29,1.53
1492,luis,geambasu,10,1.87
1493,eric,polychroniou,43,1.95
1494,rocco,bach,12,1.84
1495,angelica,servedio,18,1.63
1496,orestis,hetfield,31,1.71
1497,tom,hanks,20,1.81
1498,xi,halford,54,1.96
1499,michael,paparas,60,1.62
1500,george,hoare,35,1.50
1501,jim,rhoads,55,1.83
1502,michael,cooper,22,1.97
1503,ozzy,dickinson,54,1.95
1504,jim,geambasu,36,1.64
1505,daniel,cohen,20,1.86
1506,tom,smith,23,1.53
1507,sheldon,skywalker,26,1.63
1508,dimitris,biliris,36,1.91
1509,sebastian,chen,23,1.70
1510,ashish,morrison,45,1.50
1511,david,smith,30,1.79
1512,ethan,gravano,54,1.96
1513,randy,hoare,26,1.79
1514,han,rhoads,26,1.53
1515,dimitris,welles,19,1.56
1516,dimitris,biliris,20,1.59
1517,eric,skywalker,17,1.98
1518,aaron,beethoven,53,1.92
1519,david,organa,36,1.87
1520,malcolm,smith,58,1.95
1521,michael,dewitt,34,1.88
1522,james,obama,35,1.90
1523,leonard,hellerstein,46,1.84
1524,cliff,malkin,45,1.96
1525,ethan,hetfield,51,1.92
1526,leonard,kardashian,41,1.57
1527,ashish,smith,23,1.56
1528,malcolm,papadimitriou,49,1.86
1529,kim,cooper,11,1.62
1530,ozzy,spielberg,57,1.76
1531,adam,bush,21,1.82
1532,malcolm,beethoven,59,1.71
1533,anakin,halford,42,1.63
1534,jeff,papadimitriou,32,1.87
1535,pam,dewitt,24,1.59
1536,kim,smith,26,1.77
1537,malcolm,ross,41,1.92
1538,ashish,dickinson,44,1.77
1539,angelica,chen,11,1.96
1540,leia,paparas,11,2.00
1541,sheldon,katz,32,1.57
1542,spock,servedio,29,1.68
1543,john,hofstadter,40,1.57
1544,orestis,yannakakis,49,1.70
1545,angus,smith,47,1.94
1546,steven,beethoven,37,1.95
1547,cliff,yannakakis,21,1.78
1548,george,sitaridi,42,1.87
1549,daniel,smith,27,1.78
1550,ashish,geambasu,59,1.86
1551,ozzy,bach,27,1.79
1552,aaron,dewitt,60,1.55
1553,luke,obama,20,1.60
1554,ioannis,organa,31,1.87
1555,jack,spielberg,59,1.82
1556,kenneth,hellerstein,11,1.54
1557,tom,cooper,33,1.69
1558,john,bach,58,1.72
1559,xi,beethoven,59,1.65
1560,jeremy,bellovin,41,1.99
1561,eric,young,47,1.92
1562,eric,stonebraker,41,1.83
1563,dimitris,stonebraker,41,1.79
1564,jim,obama,53,1.57
1565,vaggelis,stonebraker,50,1.90
1566,bruce,hoare,11,1.87
1567,malcolm,solo,17,2.00
1568,angus,hellerstein,49,1.88
1569,eric,obama,26,1.50
1570,jeff,chen,58,1.97
1571,dimitris,gravano,12,1.52
1572,sheldon,halford,55,1.95
1573,rocco,malkin,49,1.84
1574,simha,hanks,15,1.64
1575,barack,hanks,52,1.62
1576,angelica,hofstadter,24,1.81
1577,ozzy,malkin,18,1.80
1578,tom,smith,18,1.80
1579,sebastian,hofstadter,17,1.86
1580,orestis,organa,60,1.76
1581,john,beethoven,44,1.62
1582,kim,hetfield,10,1.63
1583,david,hetfield,34,1.93
1584,joe,obama,60,1.88
1585,martha,chen,24,1.57
1586,dhaval,kardashian,54,1.72
1587,george,becker,43,1.50
1588,sebastian,morrison,35,1.56
1589,pam,osbourne,24,1.58
1590,luke,obama,18,1.65
1591,alex,hetfield,28,1.56
1592,daniel,ross,40,1.67
1593,cliff,yannakakis,12,1.94
1594,martha,hanks,37,1.70
1595,angelica,hoare,18,1.84
1596,leonard,paparas,15,1.83
1597,kim,bellovin,38,1.95
1598,randy,polychroniou,42,1.61
1599,kenneth,bach,53,1.74
1600,kenneth,dickinson,55,1.97
1601,steven,osbourne,59,1.71
1602,sheldon,bellovin,60,2.00
1603,barack,solo,41,1.57
1604,james,biliris,17,1.61
1605,kim,dewitt,53,1.85
1606,kim,becker,38,1.99
1607,simha,cohen,32,1.95
1608,rocco,bach,10,1.66
1609,anakin,beethoven,17,1.99
1610,jim,becker,49,1.82
1611,ethan,hofstadter,40,1.94
1612,kanna,skywalker,19,1.87
1613,george,geambasu,57,1.52
1614,kenneth,becker,38,1.99
1615,luke,cohen,44,2.00
1616,dhaval,papadimitriou,21,1.84
1617,ozzy,servedio,39,1.94
1618,jack,geambasu,21,1.92
1619,adam,servedio,27,1.91
1620,dimitris,cohen,57,1.50
1621,sheldon,smith,47,1.68
1622,jim,beethoven,34,1.64
1623,barack,bach,51,1.57
1624,james,bach,38,1.77
1625,angus,gravano,37,1.56
1626,han,keromutis,16,1.88
1627,leia,polychroniou,54,1.98
1628,barack,hanks,35,1.65
1629,randy,bellovin,37,1.86
1630,george,dickinson,42,1.75
1631,luke,spielberg,50,1.98
1632,kim,servedio,55,1.67
1633,luis,bellovin,47,1.72
1634,tom,halford,59,1.67
1635,joseph,servedio,50,1.93
1636,ioannis,dewitt,22,1.64
1637,leia,dickinson,47,1.90
1638,bruce,gravano,47,1.94
1639,joseph,paparas,28,1.50
1640,sebastian,kardashian,16,1.62
1641,daniel,paparas,42,1.67
1642,leonard,geambasu,14,1.81
1643,jim,smith,46,1.68
1644,angelina,papadimitriou,27,1.99
1645,adam,dickinson,42,1.53
1646,luis,cooper,31,1.93
1647,george,servedio,60,1.89
1648,leia,morrison,59,1.55
1649,xi,malkin,36,1.80
1650,kanna,spielberg,38,1.54
1651,martha,kardashian,45,1.89
1652,sebastian,biliris,47,1.51
1653,alex,kardashian,58,1.93
1654,dhaval,smith,23,1.69
1655,barack,yannakakis,47,1.62
1656,bruce,solo,52,1.85
1657,kim,gravano,28,1.92
1658,ludwig,dewitt,15,1.97
1659,cliff,hofstadter,33,1.91
1660,jim,dickinson,52,1.59
1661,dimitris,hetfield,33,1.89
1662,martha,hetfield,22,1.60
1663,ethan,solo,31,1.99
1664,orestis,becker,38,1.87
1665,alex,malkin,55,1.96
1666,ozzy,keromutis,28,1.75
1667,spock,organa,54,1.91
1668,anakin,papadimitriou,12,1.85
1669,orestis,osbourne,18,2.00
1670,james,organa,54,1.70
1671,ethan,becker,55,1.90
1672,steven,halford,30,1.97
1673,jim,geambasu,38,1.64
1674,cliff,ross,16,1.70
1675,anakin,stonebraker,44,1.50
1676,daniel,hofstadter,42,1.60
1677,michael,bellovin,48,1.65
1678,randy,young,32,1.55
1679,jim,geambasu,36,1.66
1680,jim,obama,33,1.70
1681,angelina,hetfield,46,1.76
1682,luke,morrison,10,1.66
1683,sheldon,cohen,22,1.84
1684,kim,ross,17,1.69
1685,sheldon,bush,54,1.69
1686,joe,kardashian,29,1.65
1687,sheldon,spielberg,22,1.70
1688,angus,welles,31,1.60
1689,tal,becker,31,1.56
1690,randy,paparas,44,1.96
1691,jeremy,dickinson,48,1.71
1692,eric,paparas,32,1.96
1693,jeremy,organa,49,1.65
1694,orestis,katz,41,1.83
1695,tal,papadimitriou,39,1.67
1696,jack,becker,24,2.00
1697,kim,katz,51,1.85
1698,bruce,solo,51,1.99
1699,jeremy,biliris,38,1.53
1700,george,polychroniou,13,1.74
1701,hila,rhoads,60,1.93
1702,kanna,hellerstein,38,1.54
1703,ethan,bellovin,26,1.81
1704,vaggelis,servedio,43,1.80
1705,kanna,rhoads,22,1.73
1706,kenneth,cooper,34,1.78
1707,bruce,keromutis,58,1.51
1708,rocco,keromutis,24,1.50
1709,spock,kardashian,40,1.88
1710,barack,organa,52,1.57
1711,aaron,gravano,45,1.83
1712,kim,sitaridi,37,1.67
1713,kim,hofstadter,27,1.89
